title,description,category,priority
Bus delay,The transport timing is inconvenient. This has been causing inconvenience at Academic Block.,Transport,Medium
Water leakage,There is a plumbing problem that needs attention.,Maintenance,Medium
Course registration problem,My semester result is still not showing. Students at Sports Complex are affected.,Academic,Low
Library facility problem,A library facility requires maintenance. The issue is at Hostel A.,Library,High
Laboratory facility issue,One of the lab workstations is not working.,Laboratory,Medium
Ceiling leakage,There is an electrical infrastructure problem. Students at Academic Block are affected.,Infrastructure,Low
Practical equipment damaged,A computer in the laboratory is not functioning.,Laboratory,Medium
Library facility problem,The required book is not available in the library. I noticed this problem at Sports Complex.,Library,Medium
Practical equipment damaged,The equipment required for the practical is not working. I noticed this problem at Hostel B.,Laboratory,Medium
Missing lab equipment,There is a problem with the laboratory facilities. The issue is at Computer Lab.,Laboratory,High
Faculty related issue,My marks have not been updated on the student portal. This has been causing inconvenience at Library.,Academic,Medium
Water leakage,An electrical repair is required.,Maintenance,Medium
Hostel facility problem,I have an issue with my hostel room allocation. I noticed this problem at Main Building.,Hostel,Medium
College bus issue,The transport timing is inconvenient. Students at Main Gate are affected.,Transport,Medium
Assignment submission issue,My attendance is incorrect in the academic record. The issue is at Main Gate.,Academic,Medium
Missing bus service,The college bus arrived late today. Students at Campus are affected.,Transport,Low
Practical equipment damaged,The equipment required for the practical is not working. I noticed this problem at Main Gate.,Laboratory,Low
Login portal issue,The internet connection is unavailable.,IT / Wi-Fi,High
Bus route problem,There is an issue with the current bus route. Students at Academic Block are affected.,Transport,Medium
Library facility problem,A computer in the library is not working. This has been causing inconvenience at Main Gate.,Library,Medium
Classroom infrastructure issue,The campus infrastructure needs attention. I noticed this problem at Sports Complex.,Infrastructure,Medium
Cleaning required,A campus facility is damaged and needs repair.,Maintenance,Low
Campus infrastructure problem,The classroom infrastructure needs maintenance. Students at Main Building are affected.,Infrastructure,Low
Hostel cleanliness problem,There is an electricity problem in the hostel.,Hostel,Medium
Internet speed problem,WiFi is not working in my hostel. Students at Main Gate are affected.,IT / Wi-Fi,High
Water supply problem,The hostel common area is not being cleaned properly.,Hostel,High
Hostel room issue,A basic hostel facility is not working properly.,Hostel,High
Library seat problem,I am facing an issue while returning a library book. I noticed this problem at Sports Complex.,Library,Medium
Book return issue,The digital library is not accessible. This has been causing inconvenience at Academic Block.,Library,Medium
Hostel cleanliness problem,A basic hostel facility is not working properly. I noticed this problem at Laboratory Block.,Hostel,Low
Library computer issue,The digital library is not accessible. This has been causing inconvenience at Main Gate.,Library,Medium
Transport facility issue,The transport timing is inconvenient. Students at Sports Complex are affected.,Transport,Medium
Broken fan,There is a plumbing problem that needs attention. I noticed this problem at Main Building.,Maintenance,Medium
Water supply problem,My hostel room requires maintenance.,Hostel,Medium
Transport timing problem,The college bus service is facing a problem. The issue is at Computer Lab.,Transport,Medium
Room maintenance issue,The bathroom facilities require attention. This has been causing inconvenience at Campus.,Hostel,Low
Classroom infrastructure issue,Water is leaking from the classroom ceiling. Students at Hostel A are affected.,Infrastructure,Low
Ceiling leakage,Water is leaking from the classroom ceiling. Students at Library are affected.,Infrastructure,High
Network connection problem,The internet connection is unavailable. I noticed this problem at Library.,IT / Wi-Fi,High
Hostel room issue,Water supply has been irregular in the hostel. This has been causing inconvenience at Library.,Hostel,High
Transport facility issue,The college bus is overcrowded. Students at Computer Lab are affected.,Transport,Medium
Hostel room allocation issue,There is a problem with my hostel room.,Hostel,Medium
Transport facility issue,The scheduled bus service did not arrive. Students at Computer Lab are affected.,Transport,Medium
Hostel cleanliness problem,The bathroom facilities require attention. I noticed this problem at Computer Lab.,Hostel,Low
Plumbing problem,The area requires proper cleaning. I noticed this problem at Laboratory Block.,Maintenance,Medium
Classroom infrastructure issue,The building requires maintenance.,Infrastructure,Medium
Library computer issue,The digital library is not accessible. Students at Main Building are affected.,Library,Low
Practical equipment damaged,There is a problem with the laboratory facilities. Students at Computer Lab are affected.,Laboratory,Medium
Practical equipment damaged,A computer in the laboratory is not functioning. I noticed this problem at Academic Block.,Laboratory,Medium
Hostel cleanliness problem,I have an issue with my hostel room allocation.,Hostel,Low
WiFi not working,The computer network is not accessible. I noticed this problem at Hostel A.,IT / Wi-Fi,Medium
Lab workstation problem,There is a problem with the laboratory facilities. Students at Campus are affected.,Laboratory,High
Laboratory computer issue,A computer in the laboratory is not functioning. This has been causing inconvenience at Computer Lab.,Laboratory,High
Laboratory computer issue,Some required laboratory equipment is missing. The issue is at Main Building.,Laboratory,Medium
Hostel cleanliness problem,Water supply has been irregular in the hostel. Students at Library are affected.,Hostel,Medium
Laboratory facility issue,A computer in the laboratory is not functioning. The issue is at Library.,Laboratory,High
Hostel electricity problem,The hostel common area is not being cleaned properly. The issue is at Campus.,Hostel,Low
Campus WiFi issue,Internet speed is extremely slow. Students at Academic Block are affected.,IT / Wi-Fi,Medium
College bus issue,The college bus requires maintenance. This has been causing inconvenience at Hostel C.,Transport,Medium
Building maintenance issue,Some equipment in the classroom is damaged. Students at Campus are affected.,Infrastructure,Low
Electrical repair required,A campus facility is damaged and needs repair.,Maintenance,Medium
Classroom infrastructure issue,Water is leaking from the classroom ceiling.,Infrastructure,High
